"id","year","wage","exper","school","union_d","married_d","health_d","black_d","hisp_d"
1091,1987,1.3958945818,13,9,0,1,0,0,0
1094,1980,1.3426390509,3,12,0,1,0,0,0
1094,1981,1.4064970684,4,12,0,1,0,0,0
1094,1982,1.5297029444,5,12,0,1,0,0,0
1094,1983,1.7575967752,6,12,0,1,0,0,0
1094,1984,1.9056899356,7,12,0,1,0,0,0
1094,1985,1.9662319111,8,12,0,1,0,0,0
1094,1986,2.1404171866,9,12,0,1,0,0,0
1094,1987,2.1755591903,10,12,0,1,0,0,0
1096,1980,1.2640767284,6,11,0,0,0,0,0
1096,1981,1.2780807765,7,11,0,0,0,0,0
1096,1982,0.9997629246,8,11,0,0,0,0,0
1096,1983,0.9654240493,9,11,0,0,0,0,0
1096,1984,1.0286199168,10,11,0,0,0,0,0
1096,1985,1.0129983162,11,11,0,0,0,0,0
1096,1986,1.2843396386,12,11,0,1,0,0,0
1096,1987,1.4081740915,13,11,1,1,0,0,0
1098,1980,1.5519678091,1,14,0,0,0,0,0
1098,1981,2.1282317058,2,14,0,0,0,0,0
1098,1982,2.7577758513,3,14,0,0,0,0,0
1098,1983,1.5096074133,4,14,0,0,0,0,0
1098,1984,1.9333861629,5,14,0,0,0,0,0
1098,1985,2.2776758942,6,14,0,0,0,0,0
1098,1986,2.265224495,7,14,0,0,0,0,0
1098,1987,2.2827586989,8,14,0,1,0,0,0
1102,1980,0.8810844761,3,13,0,0,0,0,0
1102,1981,2.0402208285,4,13,0,0,0,0,0
1102,1982,1.8330034278,5,13,0,0,0,0,0
1102,1983,1.7742002529,6,13,0,0,0,0,0
1102,1984,1.8223083266,7,13,0,0,0,0,0
1102,1985,2.6572744319,8,13,0,0,0,0,0
1102,1986,2.774626927,9,13,0,0,0,0,0
1102,1987,2.8517858616,10,13,0,0,0,0,0
1107,1980,1.5433097464,5,12,0,0,0,0,0
1107,1981,1.5702171993,6,12,0,1,0,0,0
1107,1982,1.6566018135,7,12,0,1,0,0,0
1107,1983,1.6608715675,8,12,0,1,0,0,0
1107,1984,2.0010001154,9,12,0,1,0,0,0
1107,1985,1.8713222921,10,12,0,1,0,0,0
1107,1986,1.8904754422,11,12,0,1,0,0,0
1107,1987,2.0354323118,12,12,0,1,0,0,0
1142,1980,1.4131123076,2,14,0,0,0,0,1
1142,1981,1.6677734894,3,14,0,0,0,0,1
1142,1982,1.922095971,4,14,0,0,0,0,1
1142,1983,1.7413739397,5,14,0,0,0,0,1
1142,1984,2.0110504512,6,14,0,0,0,0,1
1142,1985,2.2235428857,7,14,0,1,0,0,1
1142,1986,2.0885624136,8,14,0,1,0,0,1
1142,1987,2.3413077302,9,14,0,1,0,0,1
1156,1980,1.3028175567,5,12,0,0,0,1,0
1156,1981,1.33072451,6,12,0,0,0,1,0
1156,1982,1.2995663576,7,12,0,0,0,1,0
1156,1983,1.6310994092,8,12,0,0,0,1,0
1156,1984,1.6591535047,9,12,0,0,0,1,0
1156,1985,1.6481787408,10,12,0,0,0,1,0
1156,1986,1.5540032055,11,12,0,0,0,1,0
1156,1987,1.9337475719,12,12,0,0,0,1,0
1180,1980,1.8534646747,2,13,0,0,0,0,0
1180,1981,1.6094379124,3,13,0,0,0,0,0
1180,1982,1.6905033652,4,13,1,0,0,0,0
1180,1983,1.5374952293,5,13,1,0,0,0,0
1180,1984,2.0410545093,6,13,0,1,0,0,0
1180,1985,1.9201124562,7,13,0,1,0,0,0
1180,1986,2.1136189935,8,13,0,1,0,0,0
1180,1987,2.2177538686,9,13,0,1,0,0,0
1190,1980,1.5103426971,2,12,0,0,0,1,0
1190,1981,1.5108570838,3,12,0,0,0,1,0
1190,1982,1.0618947057,4,12,0,0,0,1,0
1190,1983,1.3507166392,5,12,0,0,0,1,0
1190,1984,1.2160453856,6,12,0,0,0,1,0
1190,1985,1.1739107127,7,12,0,0,0,1,0
1190,1986,1.3404291052,8,12,0,0,0,1,0
1190,1987,1.3815058444,9,12,0,1,0,1,0
1204,1980,1.6223822866,5,8,0,0,0,0,0
1204,1981,1.7525387561,6,8,1,0,0,0,0
1204,1982,1.9347558797,7,8,1,0,0,0,0
1204,1983,1.7785953422,8,8,1,0,0,0,0
1204,1984,1.8686109273,9,8,1,0,0,0,0
1204,1985,2.0110842344,10,8,1,0,0,0,0
1204,1986,2.2513722308,11,8,1,0,0,0,0
1204,1987,2.2505436914,12,8,1,0,0,0,0
1249,1980,1.5307465448,5,11,0,0,0,0,0
1249,1981,1.3399929008,6,11,0,1,0,0,0
1249,1982,1.6595690916,7,11,0,0,0,0,0
1249,1983,1.3834226714,8,11,0,1,0,0,0
1249,1984,1.5115061719,9,11,0,1,1,0,0
1249,1985,1.4250351894,10,11,0,0,0,0,0
1249,1986,1.4439597942,11,11,0,1,0,0,0
1249,1987,1.4443790862,12,11,0,0,0,0,0
1272,1980,1.7508657743,3,12,0,1,0,0,0
1272,1981,1.8323763145,4,12,0,0,0,0,0
1272,1982,1.7550418863,5,12,1,0,0,0,0
1272,1983,1.7821054324,6,12,0,0,1,0,0
1272,1984,1.7217670974,7,12,0,0,0,0,0
1272,1985,1.7333106101,8,12,1,0,0,0,0
1272,1986,1.7646815553,9,12,0,1,0,0,0
1272,1987,1.9075989403,10,12,0,1,0,0,0
1311,1980,0.5567801247,2,15,0,0,0,0,0
1311,1981,1.5547130127,3,15,0,0,0,0,0
1311,1982,1.6868336363,4,15,0,0,0,0,0
1311,1983,1.6447927363,5,15,0,0,0,0,0
1311,1984,2.2127900939,6,15,0,0,0,0,0
1311,1985,1.8948768885,7,15,0,0,0,0,0
1311,1986,1.7910826983,8,15,0,0,0,0,0
1311,1987,2.0587093746,9,15,0,0,0,0,0
1316,1980,1.5433097464,4,8,0,0,0,0,0
1316,1981,1.6894806201,5,8,0,0,0,0,0
1316,1982,1.8776442084,6,8,0,1,0,0,0
1316,1983,2.5892543452,7,8,0,1,0,0,0
1316,1984,2.7385990585,8,8,0,1,0,0,0
1316,1985,1.861752841,9,8,0,1,0,0,0
1316,1986,1.911142079,10,8,0,1,0,0,0
1316,1987,1.9075989403,11,8,0,1,0,0,0
1318,1980,1.0597762649,8,8,0,0,0,0,0
1318,1981,1.4677016358,9,8,0,0,0,0,0
1318,1982,1.3397631567,10,8,0,0,0,0,0
1318,1983,1.2946271726,11,8,0,0,0,0,0
1318,1984,1.2517634682,12,8,0,0,0,0,0
1318,1985,1.3322025248,13,8,0,0,0,0,0
1318,1986,1.28594092,14,8,0,0,0,0,0
1318,1987,1.2861956646,15,8,0,0,0,0,0
1345,1980,1.764698182,4,12,0,0,0,0,0
1345,1981,-0.723918839,5,12,0,1,0,0,0
1345,1982,1.8908434275,6,12,0,1,0,0,0
1345,1983,2.0883155824,7,12,0,1,0,0,0
1345,1984,2.2062754129,8,12,0,1,0,0,0
1345,1985,2.1590043645,9,12,0,1,0,0,0
1345,1986,2.2212970073,10,12,0,1,0,0,0
1345,1987,1.5838541915,11,12,0,1,0,0,0
1397,1980,1.7700830657,5,12,1,0,0,0,0
1397,1981,1.6017158663,6,12,1,0,0,0,0
1397,1982,1.5474025215,7,12,1,0,0,0,0
1397,1983,1.7860347105,8,12,1,0,0,0,0
1397,1984,1.6825463843,9,12,1,0,0,0,0
1397,1985,1.7204994023,10,12,1,0,0,0,0
1397,1986,1.7999614346,11,12,1,0,0,0,0
1397,1987,1.7609954661,12,12,1,0,0,0,0
1434,1980,0.2062864342,2,10,0,0,0,0,0
1434,1981,1.1210496338,3,10,0,1,0,0,0
1434,1982,1.0861173433,4,10,1,1,0,0,0
1434,1983,1.2689148095,5,10,1,1,0,0,0
1434,1984,1.0993725776,6,10,1,1,0,0,0
1434,1985,1.3452291962,7,10,1,1,0,0,0
1434,1986,1.9000448932,8,10,0,1,0,0,0
1434,1987,1.5153917841,9,10,0,1,0,0,0
1492,1980,2.0364553516,4,13,0,0,0,0,0
1492,1981,1.1423682706,5,13,0,0,0,0,0
1492,1982,1.3785358571,6,13,0,0,0,0,0
1492,1983,1.4737538385,7,13,0,1,0,0,0
1492,1984,1.4749070195,8,13,0,0,1,0,0
1492,1985,1.4162823983,9,13,0,1,0,0,0
1492,1986,1.4984333544,10,13,0,1,0,0,0
1492,1987,1.500852602,11,13,0,1,0,0,0
1496,1980,1.1783359996,1,12,1,0,0,0,0
1496,1981,1.0872871393,2,12,1,0,0,0,0
1496,1982,0.0077341796,3,12,0,0,0,0,0
1496,1983,0.7967049537,4,12,0,0,0,0,0
1496,1984,1.0372282914,5,12,0,0,0,0,0
1496,1985,1.2083741427,6,12,0,0,0,0,0
1496,1986,1.2044588874,7,12,0,0,0,0,0
1496,1987,1.8570805187,8,12,0,0,0,0,0
1506,1980,0.9743966533,3,12,0,0,0,0,0
1506,1981,2.4651040225,4,12,0,0,0,0,0
1506,1982,1.0550356916,5,12,0,0,0,0,0
1506,1983,1.1427648233,6,12,0,0,0,0,0
1506,1984,1.0127465677,7,12,0,0,0,0,0
1506,1985,1.0728145958,8,12,0,0,0,0,0
1506,1986,1.0599847001,9,12,0,0,0,0,0
1506,1987,0.9269266855,10,12,0,0,0,0,0
1515,1980,1.0337793397,2,10,0,0,0,0,0
1515,1981,1.2926409278,3,10,1,0,0,0,0
1515,1982,1.3144663995,4,10,0,0,0,0,0
1515,1983,1.2582148866,5,10,0,0,0,0,0
1515,1984,1.6472782454,6,10,0,0,0,0,0
1515,1985,1.7659617764,7,10,0,0,0,0,0
1515,1986,1.7999614346,8,10,0,0,0,0,0
1515,1987,1.8106874791,9,10,0,1,0,0,0
1520,1980,1.3759228768,5,12,1,1,0,1,0
1520,1981,1.3539078454,6,12,1,1,0,1,0
1520,1982,1.3495767782,7,12,0,1,0,1,0
1520,1983,1.3511975241,8,12,0,1,0,1,0
1520,1984,1.3703057205,9,12,0,1,0,1,0
1520,1985,1.4013186628,10,12,0,1,0,1,0
1520,1986,1.5805427608,11,12,0,1,0,1,0
1520,1987,1.6359949495,12,12,1,1,0,1,0
1528,1980,0.9788977862,4,10,1,0,0,1,0
1528,1981,1.2417131323,5,10,0,0,0,1,0
1528,1982,1.2597204491,6,10,0,0,0,1,0
1528,1983,1.0322629081,7,10,0,0,0,1,0
1528,1984,1.196193617,8,10,0,0,0,1,0
1528,1985,1.1681045329,9,10,0,0,0,1,0
1528,1986,1.3664045917,10,10,0,0,0,1,0
1528,1987,1.3983129627,11,10,0,0,0,1,0
1554,1980,1.3118673922,2,12,0,0,0,0,0
1554,1981,1.2226649373,3,12,0,1,0,0,0
1554,1982,1.4088665931,4,12,1,1,0,0,0
1554,1983,1.5743410754,5,12,0,1,0,0,0
1554,1984,1.4558588245,6,12,0,1,0,0,0
1554,1985,1.8748249226,7,12,0,1,0,0,0
1554,1986,1.8739461402,8,12,0,1,0,0,0
1554,1987,1.733726438,9,12,0,1,0,0,0
1575,1980,1.5760514934,3,13,0,0,0,0,0
1575,1981,1.7420173773,4,13,0,1,0,0,0
1575,1982,1.7788267913,5,13,0,1,0,0,0
1575,1983,1.8711615926,6,13,0,1,0,0,0
1575,1984,1.65639559,7,13,0,1,0,0,0
1575,1985,1.7830296849,8,13,0,1,0,0,0
1575,1986,1.5948252001,9,13,0,1,0,0,0
1575,1987,1.9950912021,10,13,0,1,0,0,0
1576,1980,1.3247013502,2,11,0,1,0,0,0
1576,1981,1.347073648,3,11,0,1,0,0,0
1576,1982,1.5626699936,4,11,0,1,0,0,0
1576,1983,3.2006891215,5,11,0,1,0,0,0
1576,1984,1.8383009137,6,11,0,1,0,0,0
1576,1985,1.870448548,7,11,0,0,0,0,0
1576,1986,0.8257647052,8,11,0,0,0,0,0
1576,1987,1.8447144305,9,11,0,0,0,0,0
1628,1980,1.1764729343,3,12,0,0,0,0,0
1628,1981,1.3242589702,4,12,0,0,0,0,0
1628,1982,1.2359663631,5,12,0,0,0,0,0
1628,1983,1.5929941451,6,12,0,0,0,0,0
1628,1984,1.7253663814,7,12,0,0,0,0,0
1628,1985,1.8200289977,8,12,0,0,0,0,0
1628,1986,1.8361410912,9,12,0,0,0,0,0
1628,1987,1.8610789246,10,12,0,0,0,0,0
1641,1980,2.1116905945,4,12,0,0,0,0,1
1641,1981,2.1705522184,5,12,0,1,0,0,1
1641,1982,2.1348392477,6,12,0,1,0,0,1
1641,1983,2.0724301955,7,12,0,1,0,0,1
1641,1984,2.0405408797,8,12,0,1,0,0,1
1641,1985,2.0189582909,9,12,0,1,0,0,1
1641,1986,2.1673824415,10,12,0,1,0,0,1
1641,1987,1.8734883804,11,12,0,1,0,0,1
1644,1980,0.560979217,1,12,1,0,0,0,1
1644,1981,1.546365309,2,12,0,0,0,0,1
1644,1982,1.531898335,3,12,0,0,0,0,1
1644,1983,1.5918786961,4,12,0,0,0,0,1
1644,1984,1.685167945,5,12,0,0,0,0,1
1644,1985,1.6481787408,6,12,0,0,0,0,1
1644,1986,1.5659793966,7,12,0,0,0,0,1
1644,1987,2.0684224752,8,12,0,1,0,0,1
1653,1980,-0.384581897,2,15,1,0,0,0,0
1653,1981,1.8860701487,3,15,1,0,0,0,0
1653,1982,1.9873851345,4,15,1,0,0,0,0
1653,1983,2.1366611339,5,15,1,0,0,0,0
1653,1984,1.8042337932,6,15,1,0,0,0,0
1653,1985,2.1301214904,7,15,0,0,0,0,0
1653,1986,2.6314132866,8,15,0,0,0,0,0
1653,1987,2.7931180135,9,15,0,0,0,0,0
1654,1980,1.6248416576,4,11,0,0,0,0,0
1654,1981,1.6168728909,5,11,0,0,1,0,0
1654,1982,1.4296194859,6,11,0,0,0,0,0
1654,1983,1.7364599249,7,11,0,0,0,0,0
1654,1984,1.7160416034,8,11,0,0,0,0,0
1654,1985,1.8090212659,9,11,0,1,0,0,0
1654,1986,1.7999614346,10,11,0,1,0,0,0
1654,1987,2.1838523169,11,11,0,1,0,0,0
1721,1980,1.7844718032,5,11,0,0,0,0,1
1721,1981,1.9348603129,6,11,1,0,0,0,1
1721,1982,2.0269756018,7,11,0,0,0,0,1
1721,1983,2.1098217876,8,11,0,0,0,0,1
1721,1984,2.1288334869,9,11,0,0,0,0,1
1721,1985,2.0944658434,10,11,1,0,0,0,1
1721,1986,2.2567198371,11,11,0,0,0,0,1
1721,1987,2.9109010491,12,11,0,0,0,0,1
1742,1980,1.4616247325,2,12,1,0,0,0,0
1742,1981,1.6829050643,3,12,1,0,0,0,0
1742,1982,1.8728249219,4,12,0,1,0,0,0
1742,1983,2.0438638198,5,12,0,1,0,0,0
1742,1984,2.3503757568,6,12,0,0,0,0,0
1742,1985,2.3871354573,7,12,0,0,0,0,0
1742,1986,2.4108705169,8,12,0,0,0,0,0
1742,1987,2.4801181331,9,12,0,0,0,0,0
1744,1980,1.6303211234,2,11,1,0,0,0,0
1744,1981,1.6835458846,3,11,1,0,0,0,0
1744,1982,1.7810173727,4,11,1,0,0,0,0
1744,1983,1.3816385496,5,11,1,0,0,0,0
1744,1984,2.030624167,6,11,1,0,0,0,0
1744,1985,1.8106976702,7,11,1,0,0,0,0
1744,1986,2.0123974664,8,11,1,0,0,0,0
1744,1987,2.3200327177,9,11,1,0,0,0,0
1763,1980,0.6435002407,1,11,0,0,0,0,1
1763,1981,0.8979415932,2,11,0,0,0,0,1
1763,1982,1.2787965961,3,11,1,0,0,0,1
1763,1983,1.3354491671,4,11,1,0,0,0,1
1763,1984,1.5262003139,5,11,0,0,0,0,1
1763,1985,1.4342035575,6,11,0,0,0,0,1
1763,1986,0.0603747251,7,11,0,0,1,0,1
1763,1987,1.393775937,8,11,0,0,0,0,1
1777,1980,1.3893880305,1,15,0,0,0,0,0
1777,1981,1.2417131323,2,15,0,0,0,0,0
1777,1982,0.9859087988,3,15,0,0,0,0,0
1777,1983,1.1440543141,4,15,0,1,0,0,0
1777,1984,1.6546004539,5,15,0,1,0,0,0
1777,1985,1.6481787408,6,15,1,0,0,0,0
1777,1986,1.3330598751,7,15,1,0,0,0,0
1777,1987,1.7381807883,8,15,0,0,0,0,0
1843,1980,2.3642902984,2,15,0,1,0,0,0
1843,1981,2.3376180557,3,15,0,1,0,0,0
1843,1982,2.4164403685,4,15,0,1,0,0,0
1843,1983,2.5138674491,5,15,0,1,0,0,0
1843,1984,2.6476272803,6,15,0,1,0,0,0
1843,1985,2.6362133775,7,15,0,1,0,0,0
1843,1986,2.7187552967,8,15,0,1,0,0,0
1843,1987,2.768744047,9,15,0,1,0,0,0
1891,1980,0.9371739428,2,12,1,0,0,0,0
1891,1981,1.0188303712,3,12,0,0,0,0,0
1891,1982,1.1199585067,4,12,0,0,0,0,0
1891,1983,0.8383897391,5,12,0,0,0,0,0
1891,1984,1.2462482875,6,12,0,0,0,0,0
1891,1985,1.1979777388,7,12,0,0,0,0,0
1891,1986,1.2534177283,8,12,0,0,0,0,0
1891,1987,1.3014631367,9,12,0,0,0,0,0
1895,1980,1.6544561991,2,13,0,0,0,0,0
1895,1981,1.589547754,3,13,0,1,0,0,0
1895,1982,1.7487722733,4,13,1,1,0,0,0
1895,1983,1.8705920985,5,13,1,1,0,0,0
1895,1984,2.0541099407,6,13,1,1,0,0,0
1895,1985,1.9038984625,7,13,1,1,0,0,0
1895,1986,2.0838770243,8,13,1,1,0,0,0
1895,1987,2.2822923897,9,13,1,1,0,0,0
1899,1980,1.4479995666,3,12,0,0,0,0,0
1899,1981,1.2417131323,4,12,0,0,0,0,0
1899,1982,1.3803484369,5,12,0,1,0,0,0
1899,1983,0.9809696137,6,12,0,1,0,0,0
1899,1984,1.3948643118,7,12,0,1,0,0,0
1899,1985,1.4013186628,8,12,0,1,0,0,0
1899,1986,1.4945797851,9,12,0,1,0,0,0
1899,1987,1.3624576494,10,12,0,1,0,0,0
1925,1980,1.0059910882,2,11,0,0,0,0,0
1925,1981,1.6374095664,3,11,0,0,0,0,0
1925,1982,1.5707191281,4,11,0,0,0,0,0
1925,1983,1.7579862591,5,11,0,0,0,0,0
1925,1984,1.9038601089,6,11,0,1,0,0,0
1925,1985,1.8335819641,7,11,0,1,0,0,0
1925,1986,1.9854591447,8,11,0,1,0,0,0
1925,1987,1.9485711865,9,11,0,1,0,0,0
1930,1980,1.0740074848,2,11,0,0,0,0,0
1930,1981,0.9667619958,3,11,0,0,0,0,0
1930,1982,1.3242589702,4,11,0,0,0,0,0
1930,1983,0.5606579975,5,11,0,0,0,0,0
1930,1984,1.6825463843,6,11,0,0,0,0,0
1930,1985,1.8587435099,7,11,0,0,0,0,0
1930,1986,1.9910166714,8,11,0,0,0,0,0
1930,1987,2.1487609971,9,11,0,1,0,0,0
1961,1980,1.1660155152,4,12,0,1,0,0,0
1961,1981,1.8620286651,5,12,0,1,0,0,0
1961,1982,1.8503520661,6,12,0,1,0,0,0
1961,1983,1.8341206912,7,12,0,1,0,0,0
1961,1984,1.9283813468,8,12,0,1,0,0,0
1961,1985,1.8598498909,9,12,0,1,0,0,0
1961,1986,2.0092589782,10,12,0,1,0,0,0
1961,1987,2.298619283,11,12,0,1,0,0,0
1963,1980,1.5086241884,2,11,0,0,0,0,0
1963,1981,1.5061383426,3,11,0,0,0,0,0
1963,1982,1.9148080678,4,11,0,1,0,0,0
1963,1983,1.8199086321,5,11,0,1,0,0,0
1963,1984,1.6931284936,6,11,0,1,0,0,0
1963,1985,1.6820802924,7,11,0,1,0,0,0
1963,1986,1.7158221,8,11,0,1,0,0,0
1963,1987,1.7471494583,9,11,0,1,0,0,0
1979,1980,2.0235416368,4,12,1,1,0,0,0
1979,1981,2.0042937492,5,12,1,0,0,0,0
1979,1982,1.8610600804,6,12,1,0,0,0,0
1979,1983,2.0711559621,7,12,1,0,0,0,0
1979,1984,1.9952766316,8,12,1,1,0,0,0
1979,1985,1.9919689756,9,12,1,1,0,0,0
1979,1986,2.0215037046,10,12,1,1,0,0,0
1979,1987,1.9979381074,11,12,1,1,0,0,0
1988,1980,-0.247380776,2,12,0,0,0,0,0
1988,1981,2.283536898,3,12,0,0,0,0,0
1988,1982,1.294700168,4,12,1,0,0,0,0
1988,1983,1.1500459438,5,12,0,0,0,0,0
1988,1984,1.57105088,6,12,0,0,0,0,0
1988,1985,-0.742698959,7,12,0,0,0,0,0
1988,1986,1.851254729,8,12,0,0,0,0,0
1988,1987,1.9728703306,9,12,0,0,0,0,0
2000,1980,1.9049554804,3,11,1,0,0,0,0
2000,1981,1.8792623675,4,11,0,0,0,0,0
2000,1982,1.7461956262,5,11,1,1,0,0,0
2000,1983,2.0931348688,6,11,0,1,0,0,0
2000,1984,1.8447637001,7,11,0,1,0,0,0
2000,1985,1.6781622486,8,11,0,1,0,0,0
2000,1986,1.7656219447,9,11,0,1,0,0,0
2000,1987,1.7598422851,10,11,1,1,0,0,0
2014,1980,2.359059249,2,12,1,0,0,0,0
2014,1981,1.9230954713,3,12,0,0,0,0,0
2014,1982,1.4049268733,4,12,0,0,0,0,0
2014,1983,0.7995499058,5,12,0,0,0,0,0
2014,1984,1.3140822326,6,12,0,0,0,0,0
2014,1985,1.2613477122,7,12,0,0,0,0,0
2014,1986,1.4984333544,8,12,0,0,0,0,0
2014,1987,1.5501285568,9,12,0,0,0,0,0
2025,1980,1.4838924896,2,13,0,0,0,0,0
2025,1981,1.2339887003,3,13,0,1,0,0,0
2025,1982,1.5326164679,4,13,0,1,0,0,0
2025,1983,1.658470606,5,13,0,1,0,0,0
2025,1984,1.816277597,6,13,0,1,0,0,0
2025,1985,2.0159035209,7,13,0,1,0,0,0
2025,1986,2.3565718211,8,13,0,1,0,0,0
2025,1987,1.3166548721,9,13,1,1,0,0,0
2038,1980,0.8943958208,2,10,0,0,0,0,0
2038,1981,1.04334961,3,10,0,0,0,0,0
2038,1982,1.3424596748,4,10,0,0,0,0,0
2038,1983,1.3110106518,5,10,0,0,0,0,0
2038,1984,1.0125591087,6,10,0,0,0,0,0
2038,1985,1.3298738081,7,10,0,0,0,0,0
2038,1986,1.8388880734,8,10,0,0,0,0,0
2038,1987,2.2177538686,9,10,0,0,0,0,0
2075,1980,2.005680239,5,12,1,1,0,0,0
2075,1981,1.7599965665,6,12,1,1,0,0,0
2075,1982,1.8732174637,7,12,1,1,0,0,0
2075,1983,1.8169772822,8,12,0,1,0,0,0
2075,1984,1.8695612115,9,12,0,1,0,0,0
2075,1985,2.0584471095,10,12,0,1,0,0,0
2075,1986,2.2342469813,11,12,0,1,0,0,0
2075,1987,2.2251339759,12,12,0,1,0,0,0
2101,1980,2.0076153545,3,12,0,0,0,0,0
2101,1981,2.2633643798,4,12,0,0,0,0,0
2101,1982,2.2405497021,5,12,0,0,0,0,0
2101,1983,2.3484365298,6,12,1,0,0,0,0
2101,1984,2.4880452105,7,12,0,0,0,0,0
2101,1985,2.4682855488,8,12,1,0,0,0,0
2101,1986,2.3465761662,9,12,1,1,0,0,0
2101,1987,2.4903446648,10,12,0,1,0,0,0
2106,1980,1.6765664514,4,12,1,0,0,0,0
2106,1981,1.5724343006,5,12,1,0,0,0,0
2106,1982,1.7647037972,6,12,1,0,0,0,0
2106,1983,1.8150222474,7,12,1,1,0,0,0
2106,1984,1.7721585429,8,12,1,1,0,0,0
2106,1985,1.8460044841,9,12,1,1,0,0,0
2106,1986,1.8453550069,10,12,1,1,0,0,0
2106,1987,1.8122887605,11,12,1,1,0,0,0
2107,1980,1.2965999201,2,10,0,0,0,0,0
2107,1981,1.6146598564,3,10,0,0,0,0,0
2107,1982,1.2505712544,4,10,1,0,0,0,0
2107,1983,1.4918593421,5,10,1,0,0,0,0
2107,1984,1.8905762978,6,10,0,1,0,0,0
2107,1985,1.9436429536,7,10,0,1,0,0,0
2107,1986,2.054195573,8,10,0,1,0,0,0
2107,1987,2.0354323118,9,10,0,1,0,0,0
2108,1980,1.4674176524,2,12,0,0,0,0,0
2108,1981,1.961658506,3,12,1,0,0,0,0
2108,1982,2.0720735521,4,12,1,1,0,0,0
2108,1983,2.1054711856,5,12,1,1,0,0,0
2108,1984,2.0519309158,6,12,1,1,0,0,0
2108,1985,2.3332613615,7,12,1,1,0,0,0
2108,1986,2.4710344039,8,12,1,1,0,0,0
2108,1987,2.4541426467,9,12,1,1,0,0,0
2147,1980,-0.021080988,2,11,0,0,0,0,0
2147,1981,-0.148845628,3,11,0,0,0,0,0
2147,1982,0.1806952937,4,11,0,0,0,0,0
2147,1983,-0.036154479,5,11,0,0,0,0,0
2147,1984,0.39734814,6,11,0,0,0,0,0
2147,1985,0.9726212532,7,11,0,0,0,0,0
2147,1986,0.5630944275,8,11,0,0,0,0,0
2147,1987,0.7590700441,9,11,0,0,0,0,0
2157,1980,1.4620843064,5,11,0,0,1,0,0
2157,1981,0.3267932026,6,11,0,1,1,0,0
2157,1982,1.5639622376,7,11,0,1,1,0,0
2157,1983,1.1131925338,8,11,0,1,1,0,0
2157,1984,1.2096026573,9,11,1,1,0,0,0
2157,1985,1.1294721655,10,11,0,1,1,0,0
2157,1986,1.3545138451,11,11,0,1,0,0,0
2157,1987,0.4922437849,12,11,0,1,1,0,0
2163,1980,2.1682670533,4,12,1,1,0,0,0
2163,1981,2.4831690299,5,12,1,1,0,0,0
2163,1982,1.9002238961,6,12,1,1,0,0,0
2163,1983,2.6029599922,7,12,1,1,0,0,0
2163,1984,2.3287921852,8,12,1,1,0,0,0
2163,1985,2.1897760232,9,12,1,1,0,0,0
2163,1986,2.2285489602,10,12,1,1,0,0,0
2163,1987,2.3231143842,11,12,1,1,0,0,0
2173,1980,1.3426390509,2,12,0,0,0,0,0
2173,1981,1.2957803536,3,12,0,0,0,0,0
2173,1982,1.2337449627,4,12,0,0,0,0,0
2173,1983,1.2041131651,5,12,0,1,0,0,0
2173,1984,1.3078529348,6,12,0,1,0,0,0
2173,1985,1.478279704,7,12,0,1,0,0,0
2173,1986,1.4582121409,8,12,0,1,0,0,0
2173,1987,1.649769831,9,12,0,1,0,0,0
2180,1980,1.1887042499,2,10,0,0,0,0,0
2180,1981,1.4857392908,3,10,0,0,0,0,0
2180,1982,1.22340861,4,10,0,0,0,0,0
2180,1983,1.6474485472,5,10,0,0,0,0,0
2180,1984,1.8003294199,6,10,0,1,0,0,0
2180,1985,1.8713222921,7,10,0,1,0,0,0
2180,1986,1.832206534,8,10,0,1,0,0,0
2180,1987,1.9755621223,9,10,0,1,0,0,0
2183,1980,1.3873749447,1,13,0,0,0,0,0
2183,1981,1.4648566836,2,13,0,0,0,0,0
2183,1982,1.2735658559,3,13,0,0,0,0,0
2183,1983,1.4430471777,4,13,0,1,0,0,0
2183,1984,1.6312530899,5,13,0,1,0,0,0
2183,1985,1.9482833332,6,13,0,1,0,0,0
2183,1986,2.0620853434,7,13,0,1,0,0,0
2183,1987,2.1277628503,8,13,0,1,0,0,0
2216,1980,1.6464505053,1,12,0,1,0,0,0
2216,1981,1.0948693024,2,12,0,1,0,0,0
2216,1982,2.0929137033,3,12,0,0,0,0,0
2216,1983,1.3877175957,4,12,0,0,0,0,0
2216,1984,1.8450653138,5,12,1,1,0,0,0
2216,1985,2.1714268845,6,12,0,1,0,0,0
2216,1986,2.3419663727,7,12,0,0,0,0,0
2216,1987,2.0158877157,8,12,0,1,0,0,0
2220,1980,1.957223909,2,14,1,0,0,0,0
2220,1981,1.7274651185,3,14,1,0,0,0,0
2220,1982,2.0582281453,4,14,1,0,0,0,0
2220,1983,2.3903863923,5,14,0,1,0,0,0
2220,1984,2.4297607861,6,14,1,1,0,0,0
2220,1985,2.6290079938,7,14,0,0,0,0,0
2220,1986,2.3426391533,8,14,0,0,0,0,0
2220,1987,2.4000754254,9,14,0,1,0,0,0
2227,1980,1.0913246226,3,12,0,1,0,0,0
2227,1981,1.4457177816,4,12,0,1,0,0,0
2227,1982,1.4505526955,5,12,1,1,0,0,0
2227,1983,1.4785500108,6,12,0,1,0,0,0
2227,1984,1.5490149916,7,12,0,1,0,0,0
